,Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha)
14217,708,1995,8,Orissa,Koraput,418.19,562.07,1344.05,0.63,0.93,1476.19,9.66,7.59,785.71,45.84,74.53,1625.87,11.07,15.83,1429.99,177.95,105.0,590.05,6.93,40.4,5829.73
14218,708,1996,8,Orissa,Koraput,433.23,600.3,1385.64,0.49,0.61,1244.9,7.53,5.47,726.43,58.03,56.74,977.77,13.38,12.74,952.17,164.2,57.51,350.24,7.87,47.27,6006.35
14219,708,1997,8,Orissa,Koraput,405.2,437.59,1079.94,0.31,0.32,1032.26,5.34,3.23,604.87,64.71,78.28,1209.7,18.01,16.34,907.27,168.91,57.33,339.41,9.01,65.71,7293.01
14220,708,1998,8,Orissa,Koraput,429.06,633.1,1475.55,0.46,0.43,934.78,5.32,3.2,601.5,62.59,75.9,1212.65,13.78,18.97,1376.63,147.64,51.56,349.23,9.38,60.2,6417.91
14221,708,1999,8,Orissa,Koraput,450.5,645.49,1432.83,0.24,0.27,1125.0,5.16,3.6,697.67,68.24,77.72,1138.92,26.21,32.75,1550.9787499999998,154.98,76.88,496.06,6.1,31.11,5100.0
14222,708,2000,8,Orissa,Koraput,462.875,537.41,1149.98,0.31,0.29,935.48,4.52,3.24,716.81,70.49,106.24,1507.16,10.74,14.79,1377.09,133.37,46.69,350.08,5.75,30.45,5295.65
14223,708,2001,8,Orissa,Koraput,462.875,627.47,1333.09,0.43,0.41,953.49,4.65,2.89,621.51,64.11,84.17,1312.9,20.21,32.75,1550.9787499999998,155.06,73.94,476.85,7.16,43.04,6011.17
14224,708,2002,8,Orissa,Koraput,429.82,319.16,742.54,0.44,0.64,1454.55,3.89,2.29,588.69,62.26,72.98,1172.18,3.75,4.8,1280.0,91.67,20.55,224.17,6.88,40.66,5909.88
14225,708,2003,8,Orissa,Koraput,434.5,686.93,1580.97,0.68,0.78,1147.06,4.61,2.92,633.41,69.54,87.93,1264.45,20.62,32.75,1550.9787499999998,154.32,71.61,464.04,7.64,39.79,5208.12
14226,708,2004,8,Orissa,Koraput,459.67,668.72,1454.78,0.71,1.15,1619.72,3.92,2.37,604.59,76.1,125.24,1645.73,25.05,32.75,1550.9787499999998,157.78,90.83,575.67,9.25,65.48,7078.92
14227,708,2005,8,Orissa,Koraput,452.27,636.35,1407.01,0.69,1.14,1652.17,3.69,2.31,626.02,74.91,159.18,2124.95,6.13,9.64,1550.9787499999998,127.67,51.39,402.52,11.93,85.77,7189.44
14228,708,2006,8,Orissa,Koraput,448.8,677.73,1510.09,0.73,1.26,1726.03,3.56,2.25,632.02,76.98,180.0,2338.27,17.79,32.75,1550.9787499999998,140.74,82.27,584.55,15.49,114.72,7406.07
14229,708,2007,8,Orissa,Koraput,443.85,754.64,1700.21,0.84,1.44,1714.29,3.54,2.22,627.12,84.44,315.13,3613.7650000000003,20.71,32.75,1550.9787499999998,137.88,89.42,648.53,15.58,116.43,7473.04
14230,708,2008,8,Orissa,Koraput,446.7,619.52,1386.88,0.97,1.65,1701.03,3.46,2.19,632.95,88.9,336.27,3613.7650000000003,23.47,32.75,1550.9787499999998,142.68,97.86,685.87,15.16,110.24,7271.77
14231,708,2009,8,Orissa,Koraput,442.98,617.83,1394.71,1.07,1.77,1654.21,3.35,2.31,689.55,93.19,293.64,3150.98,13.71,25.05,1550.9787499999998,135.6,65.43,482.52,13.59,94.66,6965.42
14232,708,2010,8,Orissa,Koraput,439.01,775.0975000000001,1990.82,0.98,1.54,1571.43,2.93,1.9,648.46,108.72,390.81,3594.65,20.53,32.75,1550.9787499999998,132.57,86.25,650.6,14.58,112.85,7740.05
14233,708,2011,8,Orissa,Koraput,411.18,400.35,973.66,0.74,1.21,1635.14,1.83,1.14,622.95,113.28,319.88,2823.8,16.57,26.97,1550.9787499999998,116.71,65.93,564.9,14.71,113.36,7706.32
14234,708,2012,8,Orissa,Koraput,417.65,775.0975000000001,2085.79,0.67,1.12,1671.64,1.44,0.94,652.78,124.93,352.09,2818.3,25.54,32.75,1550.9787499999998,119.11,84.49,709.34,15.17,103.63,6831.25
14235,708,2013,8,Orissa,Koraput,446.81,775.0975000000001,2505.29,0.68,1.13,1661.76,1.81,1.17,646.41,124.75,397.94,3189.9,23.69,32.75,1550.9787499999998,110.59,79.57,719.5,0.0,0.0,0.0
14236,708,2014,8,Orissa,Koraput,449.92,775.0975000000001,2175.23,0.53,0.89,1679.25,1.39,0.87,625.9,123.29,390.51,3167.41,22.99,32.75,1550.9787499999998,112.66,79.61,706.64,12.98,96.08,7402.16
14237,708,2015,8,Orissa,Koraput,410.45,609.13,1484.05,0.38,0.66,1736.84,1.5,0.94,626.67,97.43,310.28,3184.65,14.74,24.89,1550.9787499999998,92.33,56.54,612.37,0.0,0.0,0.0
14238,708,2016,8,Orissa,Koraput,429.65,775.0975000000001,2417.2,0.3,0.49,1633.33,1.36,0.88,647.06,113.62,367.11,3231.03,9.44,13.79,1460.81,90.53,47.06,519.83,12.91,97.53,7554.69
14239,708,2017,8,Orissa,Koraput,401.48,775.0975000000001,2236.97,0.34,0.63,1852.94,1.42,0.9,633.8,112.69,360.96,3203.12,12.89,23.35,1550.9787499999998,88.73,55.17,621.77,10.49,79.81,7608.67
14240,709,1966,8,Orissa,Mayurbhanja,319.41,269.3,843.12,0.9,0.57,633.33,2.935,1.84,558.7550000000001,4.2,4.86,1157.14,3.75,3.99,1064.0,20.46,12.95,632.94,0.52,1.28,2461.54
14241,709,1967,8,Orissa,Mayurbhanja,326.92,288.32,881.93,0.79,0.69,873.42,0.03,0.02,666.67,4.6,3.63,789.13,3.56,3.66,1028.09,21.22,12.73,599.91,0.23,0.66,2869.57
14242,709,1968,8,Orissa,Mayurbhanja,308.38,276.73,897.37,1.01,1.33,1316.83,0.14,0.1,714.29,4.98,4.04,811.24,3.66,4.77,1303.28,22.7,14.22,626.43,0.39,2.33,5974.36
14243,709,1969,8,Orissa,Mayurbhanja,318.54,276.56,868.21,1.0,1.41,1410.0,0.17,0.1,588.24,5.5,6.2,1127.27,3.27,4.32,1321.1,26.7,16.45,616.1,0.33,1.44,4363.64
14244,709,1970,8,Orissa,Mayurbhanja,307.0,243.0,791.53,1.12,2.05,1830.36,0.25,0.14,560.0,5.9,5.91,1001.69,3.23,4.54,1405.57,20.34,11.96,588.0,0.31,1.53,4935.48
14245,709,1971,8,Orissa,Mayurbhanja,365.0,226.0,619.18,1.75,3.63,2074.29,0.31,0.1,322.58,9.38,6.94,739.87,2.91,4.11,1412.37,19.77,11.59,586.24,0.28,2.49,8892.86
14246,709,1972,8,Orissa,Mayurbhanja,338.97,284.25,838.57,3.38,7.42,2195.27,0.76,0.29,381.58,6.13,5.52,900.49,2.51,3.63,1446.22,23.21,12.63,544.16,0.23,1.99,8652.17
14247,709,1973,8,Orissa,Mayurbhanja,340.6,283.95,833.68,3.95,6.53,1653.16,0.97,0.54,556.7,8.04,7.06,878.11,3.88,4.14,1067.01,24.85,16.89,679.68,0.48,2.43,5062.5
14248,709,1974,8,Orissa,Mayurbhanja,341.17,273.32,801.13,3.88,8.32,2144.33,1.15,0.57,495.65,8.21,6.25,761.27,2.68,2.22,828.36,24.84,10.03,403.78,0.44,2.87,6522.73
14249,709,1975,8,Orissa,Mayurbhanja,363.83,308.22,847.15,3.95,8.35,2113.92,1.32,0.81,613.64,8.04,9.27,1152.99,2.05,2.37,1156.1,27.61,16.13,584.21,0.54,3.5,6481.48
14250,709,1976,8,Orissa,Mayurbhanja,310.48,223.54,719.98,2.98,5.96,2000.0,1.31,0.74,564.89,8.87,8.21,925.59,1.99,2.03,1020.1,22.36,14.54,650.27,0.6,1.75,2916.67
14251,709,1977,8,Orissa,Mayurbhanja,353.06,366.62,1038.41,3.86,8.78,2274.61,1.25,0.71,568.0,6.03,7.88,1306.8,1.96,2.09,1066.33,29.36,16.93,576.63,0.45,1.89,4200.0
14252,709,1978,8,Orissa,Mayurbhanja,355.01,341.06,960.71,3.45,7.71,2234.78,1.38,0.92,666.67,9.17,11.23,1224.65,1.97,2.74,1390.86,33.59,20.52,610.9,0.47,2.1,4468.09
14253,709,1979,8,Orissa,Mayurbhanja,361.82,205.85,568.93,2.67,7.03,2632.96,1.06,0.58,547.17,8.99,6.01,668.52,2.03,1.38,679.8,35.77,13.65,381.6,0.53,2.42,4566.04
14254,709,1980,8,Orissa,Mayurbhanja,327.15,334.58,1022.71,4.64,9.53,2053.88,1.28,0.84,656.25,11.21,11.11,991.08,2.21,2.26,1022.62,38.38,21.23,553.15,0.63,3.45,5476.19
14255,709,1981,8,Orissa,Mayurbhanja,317.34,294.96,929.48,4.74,11.1,2341.77,1.23,1.11,902.44,9.56,10.93,1143.31,2.57,3.51,1365.76,42.91,24.92,580.75,0.99,5.5,5555.56
14256,709,1982,8,Orissa,Mayurbhanja,328.18,213.59,650.83,4.71,12.05,2558.39,1.44,1.67,1159.72,10.62,19.93,1876.65,3.95,4.54,1149.37,29.82,9.85,330.32,0.65,1.4,2153.85
14257,709,1983,8,Orissa,Mayurbhanja,329.88,363.66,1102.4,4.11,9.41,2289.54,1.28,1.0,781.25,10.36,14.33,1383.2,4.1,4.98,1214.63,55.12,19.64,356.31,0.56,2.53,4517.86
14258,709,1984,8,Orissa,Mayurbhanja,334.03,338.42,1013.14,4.07,7.54,1852.58,1.8,1.65,916.67,12.31,16.5,1340.37,8.88,10.79,1215.09,43.58,20.92,480.04,0.89,5.0,5617.98
14259,709,1985,8,Orissa,Mayurbhanja,329.66,349.31,1059.61,4.49,8.57,1908.69,1.31,1.2,916.03,10.75,14.43,1342.33,4.39,5.16,1175.4,45.96,21.5,467.8,1.0,6.4,6400.0
14260,709,1986,8,Orissa,Mayurbhanja,330.1,336.3,1018.78,3.47,6.45,1858.79,1.38,1.26,913.04,10.87,9.36,861.09,5.19,6.39,1231.21,46.7,24.23,518.84,0.13,0.7,5384.62
14261,709,1987,8,Orissa,Mayurbhanja,325.6,330.81,1016.0,4.8,8.8,1833.33,1.2,0.96,800.0,10.69,9.02,843.78,4.57,4.98,1089.72,47.45,23.95,504.74,0.13,0.7,5384.62
14262,709,1988,8,Orissa,Mayurbhanja,326.85,379.49,1161.05,3.02,5.29,1751.66,1.04,0.96,923.08,10.92,10.58,968.86,6.45,9.52,1475.97,49.1,31.86,648.88,0.5,2.65,5300.0
14263,709,1989,8,Orissa,Mayurbhanja,335.41,365.62,1090.07,3.2,5.78,1806.25,1.05,1.05,1000.0,10.96,11.1,1012.77,5.82,7.45,1280.07,50.74,29.63,583.96,0.4,2.4,6000.0
14264,709,1990,8,Orissa,Mayurbhanja,325.04,339.15,1043.41,2.85,4.95,1736.84,1.02,1.01,990.2,11.73,11.94,1017.9,7.32,9.19,1255.46,53.49,34.28,640.87,0.6,2.4,4000.0
14265,709,1991,8,Orissa,Mayurbhanja,335.8,412.31,1227.84,2.98,5.66,1899.33,0.99,0.85,858.59,11.54,10.73,929.81,5.98,7.76,1297.66,54.62,30.38,556.21,0.54,3.78,7000.0
14266,709,1992,8,Orissa,Mayurbhanja,332.49,385.12,1158.29,1.48,2.7,1824.32,0.96,0.78,812.5,11.2,11.15,995.54,6.08,8.65,1422.7,49.44,28.36,573.62,0.64,4.16,6500.0
14267,709,1993,8,Orissa,Mayurbhanja,330.17,438.1,1326.89,0.61,1.13,1852.46,0.81,0.65,802.47,11.15,10.99,985.65,4.88,7.47,1530.74,46.98,27.98,595.57,0.9,6.34,7044.44
14268,709,1994,8,Orissa,Mayurbhanja,340.86,449.87,1319.81,0.85,1.39,1635.29,0.74,0.52,702.7,11.04,11.35,1028.08,4.12,6.55,1550.9787499999998,46.73,27.89,596.83,0.9,6.35,7055.56
14269,709,1995,8,Orissa,Mayurbhanja,345.52,414.39,1199.32,0.82,1.53,1865.85,0.82,0.65,792.68,11.19,11.45,1023.24,3.94,6.37,1550.9787499999998,47.93,27.78,579.6,0.09,0.63,7000.0
14270,709,1996,8,Orissa,Mayurbhanja,346.37,284.38,821.03,0.77,1.16,1506.49,0.84,0.35,416.67,11.1,8.36,753.15,4.04,3.19,789.6,27.3,11.36,416.12,0.09,0.45,5000.0
14271,709,1997,8,Orissa,Mayurbhanja,341.09,469.06,1375.18,1.06,1.57,1481.13,0.65,0.34,523.08,10.82,11.37,1050.83,4.77,4.72,989.52,43.61,20.24,464.11,0.3,2.01,6700.0
14272,709,1998,8,Orissa,Mayurbhanja,339.21,291.77,860.15,1.23,1.14,926.83,0.62,0.34,548.39,10.78,11.57,1073.28,4.81,5.54,1151.77,43.41,20.08,462.57,0.02,0.03,1500.0
14273,709,1999,8,Orissa,Mayurbhanja,333.61,385.79,1156.41,1.33,1.5,1127.82,0.49,0.27,551.02,10.52,11.46,1089.35,4.38,5.02,1146.12,31.2,14.65,469.55,0.03,0.15,5000.0
14274,709,2000,8,Orissa,Mayurbhanja,336.52,389.75,1158.18,1.58,2.26,1430.38,0.44,0.24,545.45,10.62,9.16,862.52,4.32,4.93,1141.2,30.98,13.28,428.66,0.01,0.05,5000.0
14275,709,2001,8,Orissa,Mayurbhanja,350.63,538.21,1534.98,1.35,1.73,1281.48,0.32,0.17,531.25,10.33,12.09,1170.38,2.94,3.63,1234.69,31.01,12.83,413.74,0.01,0.05,5000.0
14276,709,2002,8,Orissa,Mayurbhanja,313.22,255.28,815.02,1.57,1.69,1076.43,0.31,0.15,483.87,10.34,10.28,994.2,2.65,3.06,1154.72,21.61,8.48,392.41,0.01,0.05,5000.0
14277,709,2003,8,Orissa,Mayurbhanja,340.87,496.76,1457.33,1.75,2.45,1400.0,0.34,0.16,470.59,10.27,10.36,1008.76,4.13,4.96,1200.97,28.5,12.39,434.74,0.03,0.15,5000.0
14278,709,2004,8,Orissa,Mayurbhanja,325.07,489.72,1506.51,1.67,2.42,1449.1,0.24,0.13,541.67,14.22,14.5,1019.69,5.12,6.05,1181.64,31.68,14.9,470.33,0.02,0.12,6000.0
14279,709,2005,8,Orissa,Mayurbhanja,316.33,472.21,1492.78,1.52,2.28,1500.0,0.21,0.12,571.43,13.43,14.55,1083.4,6.24,7.42,1189.1,32.36,16.99,525.03,0.02,0.09,4500.0
14280,709,2006,8,Orissa,Mayurbhanja,317.47,501.43,1579.46,1.43,2.16,1510.49,0.22,0.13,590.91,13.64,14.71,1078.45,6.39,7.08,1107.98,33.74,17.0,503.85,0.05,0.23,4600.0
14281,709,2007,8,Orissa,Mayurbhanja,344.8,574.85,1667.2,1.51,2.51,1662.25,0.2,0.12,600.0,12.94,15.26,1179.29,7.34,8.27,1126.7,34.43,18.67,542.26,0.08,0.36,4500.0
14282,709,2008,8,Orissa,Mayurbhanja,345.19,542.59,1571.86,1.52,2.85,1875.0,0.04,0.02,500.0,13.74,16.27,1184.13,7.76,10.11,1302.83,33.06,20.15,609.5,0.03,0.16,5333.33
14283,709,2009,8,Orissa,Mayurbhanja,328.62,458.72,1395.9,1.63,2.74,1680.98,0.04,0.02,500.0,12.97,17.18,1324.6,7.42,8.96,1207.55,32.9,19.81,602.13,0.02,0.12,6000.0
14284,709,2010,8,Orissa,Mayurbhanja,284.63,265.38,932.37,1.63,2.74,1680.98,0.02,0.01,500.0,13.4,17.17,1281.34,7.49,9.05,1208.28,26.33,16.92,642.61,0.43,2.29,5325.58
14285,709,2011,8,Orissa,Mayurbhanja,299.21,563.67,1883.86,1.46,2.27,1554.79,0.01,0.01,1000.0,15.3,21.3,1392.16,7.99,12.06,1509.39,31.55,22.78,722.03,0.03,0.18,6000.0
14286,709,2012,8,Orissa,Mayurbhanja,287.33,495.92,1725.96,1.22,2.31,1893.44,0.01,0.01,1000.0,14.83,23.62,1592.72,9.06,15.92,1550.9787499999998,29.96,25.4,847.8,0.03,0.19,6333.33
14287,709,2013,8,Orissa,Mayurbhanja,305.17,424.21,1390.08,1.25,2.32,1856.0,0.01,0.01,1000.0,10.77,22.21,2062.21,9.01,16.11,1550.9787499999998,34.22,27.24,796.03,0.0,0.0,0.0
14288,709,2014,8,Orissa,Mayurbhanja,315.96,687.42,2175.66,1.41,2.65,1879.43,0.01,0.01,1000.0,7.42,15.05,2028.3,11.6,21.02,1550.9787499999998,31.89,30.21,947.32,0.0,0.0,0.0
14289,709,2015,8,Orissa,Mayurbhanja,318.03,312.85,983.71,0.25,0.46,1840.0,2.935,1.84,558.7550000000001,4.55,9.52,2092.31,8.3,14.73,1550.9787499999998,12.34,16.42,1330.63,0.0,0.0,0.0
14290,709,2016,8,Orissa,Mayurbhanja,306.67,723.12,2357.97,0.31,0.58,1870.97,2.935,1.84,558.7550000000001,7.44,17.75,2385.75,6.14,12.34,1550.9787499999998,19.38,17.99,928.28,0.0,0.0,0.0
14291,709,2017,8,Orissa,Mayurbhanja,324.09,655.66,2023.08,0.16,0.31,1937.5,2.935,1.84,558.7550000000001,3.84,8.92,2322.92,5.5,10.68,1550.9787499999998,20.73,17.59,848.53,0.0,0.0,0.0
14292,710,1966,8,Orissa,Phulbani ( Kandhamal ),73.54,41.28,561.33,0.31,0.2,645.16,0.4,0.24,600.0,8.97,7.5,836.12,1.23,0.77,626.02,30.56,7.66,250.65,0.88,4.44,5045.45
14293,710,1967,8,Orissa,Phulbani ( Kandhamal ),66.0,37.95,575.0,0.36,0.43,1194.44,0.03,0.02,666.67,9.31,7.77,834.59,0.99,0.61,616.16,19.12,4.45,232.74,0.78,3.93,5038.46
14294,710,1968,8,Orissa,Phulbani ( Kandhamal ),75.26,61.69,819.69,0.32,0.31,968.75,0.32,0.2,625.0,9.88,7.63,772.27,0.96,0.71,739.58,23.56,5.56,235.99,0.81,2.41,2975.31
14295,710,1969,8,Orissa,Phulbani ( Kandhamal ),77.74,61.66,793.16,0.32,0.33,1031.25,0.39,0.19,487.18,10.64,6.86,644.74,1.38,1.02,739.13,24.64,4.68,189.94,0.94,2.33,2478.72
14296,710,1970,8,Orissa,Phulbani ( Kandhamal ),88.71,80.5,907.45,0.24,0.22,916.67,0.59,0.29,491.53,11.23,6.96,619.77,1.25,0.93,744.0,21.9,4.22,192.69,0.34,3.83,11264.71
14297,710,1971,8,Orissa,Phulbani ( Kandhamal ),92.19,71.06,770.8,0.29,0.25,862.07,0.08,0.01,125.0,11.72,2.37,202.22,1.08,0.33,308.46875000000034,25.11,5.64,224.61,0.9,4.51,5011.11
14298,710,1972,8,Orissa,Phulbani ( Kandhamal ),93.95,81.06,862.8,1.19,1.19,1000.0,0.68,0.1,147.06,11.24,5.64,501.78,1.05,0.53,504.76,23.37,6.16,263.59,0.8,2.26,2825.0
14299,710,1973,8,Orissa,Phulbani ( Kandhamal ),88.78,83.61,941.77,0.93,0.87,935.48,0.59,0.23,389.83,11.79,4.37,370.65,1.84,1.4,760.87,25.42,7.44,292.68,1.43,3.58,2503.5
14300,710,1974,8,Orissa,Phulbani ( Kandhamal ),75.9,30.67,404.08,0.71,1.42,2000.0,0.72,0.18,250.0,10.53,3.25,308.64,1.61,0.64,397.52,46.14,13.15,285.0,1.3,7.2,5538.46
14301,710,1975,8,Orissa,Phulbani ( Kandhamal ),84.93,88.93,1047.1,0.93,1.11,1193.55,1.19,0.91,764.71,11.79,11.13,944.02,1.85,0.93,502.7,45.31,13.9,306.78,1.0,5.0,5000.0
14302,710,1976,8,Orissa,Phulbani ( Kandhamal ),99.5,57.31,575.98,0.62,0.49,790.32,0.87,0.2,229.89,12.01,8.94,744.38,1.73,0.52,308.46875000000034,34.56,7.6,219.91,0.96,3.62,3770.83
14303,710,1977,8,Orissa,Phulbani ( Kandhamal ),85.96,82.32,957.65,1.85,2.77,1497.3,1.46,0.77,527.4,14.01,8.29,591.72,1.31,1.05,801.53,42.11,13.17,312.75,0.9,3.6,4000.0
14304,710,1978,8,Orissa,Phulbani ( Kandhamal ),88.74,96.67,1089.36,1.33,2.12,1593.98,1.65,0.99,600.0,15.06,9.04,600.27,1.31,1.31,1000.0,57.9,19.17,331.09,1.14,5.9,5175.44
14305,710,1979,8,Orissa,Phulbani ( Kandhamal ),83.67,48.73,582.41,0.89,1.07,1202.25,0.16,0.02,125.0,13.73,9.21,670.79,0.29,0.06,308.46875000000034,55.54,9.33,167.99,1.26,6.5,5158.73
14306,710,1980,8,Orissa,Phulbani ( Kandhamal ),94.53,84.68,895.8,1.47,2.05,1394.56,1.71,0.09,52.63,18.38,9.21,501.09,1.68,1.67,994.05,64.87,29.61,456.45,1.4,7.7,5500.0
14307,710,1981,8,Orissa,Phulbani ( Kandhamal ),88.66,84.25,950.26,1.45,2.2,1517.24,2.09,1.87,894.74,15.68,9.06,577.81,1.45,1.45,1000.0,60.35,29.66,491.47,1.07,6.0,5607.48
14308,710,1982,8,Orissa,Phulbani ( Kandhamal ),90.47,75.4,833.43,1.4,2.24,1600.0,1.73,1.37,791.91,21.11,28.73,1360.97,2.17,1.75,806.45,58.73,28.92,492.42,1.14,4.0,3508.77
14309,710,1983,8,Orissa,Phulbani ( Kandhamal ),108.3,139.83,1291.14,1.11,2.22,2000.0,1.72,1.27,738.37,20.9,18.6,889.95,2.41,2.79,1157.68,76.56,33.04,431.56,0.36,3.05,8472.22
14310,710,1984,8,Orissa,Phulbani ( Kandhamal ),108.79,98.82,908.36,0.69,1.03,1492.75,1.6,1.19,743.75,20.86,43.48,2084.37,3.13,3.21,1025.56,61.21,26.69,436.04,0.78,5.3,6794.87
14311,710,1985,8,Orissa,Phulbani ( Kandhamal ),114.38,160.41,1402.43,1.06,2.03,1915.09,1.53,1.14,745.1,19.25,40.99,2129.35,2.85,2.96,1038.6,66.22,27.68,418.0,1.0,6.4,6400.0
14312,710,1986,8,Orissa,Phulbani ( Kandhamal ),121.8,156.71,1286.62,1.13,1.22,1079.65,1.5,1.12,746.67,20.69,35.01,1692.12,3.0,1.98,660.0,66.15,34.66,523.96,0.83,4.7,5662.65
14313,710,1987,8,Orissa,Phulbani ( Kandhamal ),87.49,47.58,543.83,0.9,1.0,1111.11,1.25,0.69,552.0,19.3,26.7,1383.42,7.73,1.8,308.46875000000034,71.1,28.58,401.97,0.83,4.7,5662.65
14314,710,1988,8,Orissa,Phulbani ( Kandhamal ),108.69,117.12,1077.56,0.75,0.9,1200.0,1.37,1.4,1021.9,21.56,41.1,1906.31,3.61,4.92,1362.88,67.49,21.49,318.42,1.5,10.2,6800.0
14315,710,1989,8,Orissa,Phulbani ( Kandhamal ),122.12,166.78,1365.71,0.66,0.83,1257.58,1.34,1.32,985.07,24.03,25.1,1044.53,3.17,4.56,1438.49,74.55,29.12,390.61,1.0,6.35,6350.0
14316,710,1990,8,Orissa,Phulbani ( Kandhamal ),114.83,134.75,1173.47,0.78,1.15,1474.36,1.22,1.22,1000.0,21.97,20.16,917.61,3.22,2.8,869.57,71.86,23.54,327.58,1.0,6.3,6300.0
14317,710,1991,8,Orissa,Phulbani ( Kandhamal ),119.38,163.43,1368.99,0.61,1.11,1819.67,1.0,0.7,700.0,21.38,20.04,937.32,2.89,2.91,1006.92,73.57,28.81,391.6,0.56,2.88,5142.86
14318,710,1992,8,Orissa,Phulbani ( Kandhamal ),118.12,158.68,1343.38,0.61,0.91,1491.8,2.935,1.84,558.7550000000001,22.68,25.13,1108.02,6.62,7.54,1138.97,81.22,41.18,507.02,0.62,3.77,6080.65
14319,710,1993,8,Orissa,Phulbani ( Kandhamal ),113.82,136.02,1195.04,0.51,0.81,1588.24,0.83,0.69,831.33,23.12,25.0,1081.31,3.5,3.85,1100.0,84.27,33.41,396.46,0.13,0.59,4538.46
14320,710,1994,8,Orissa,Phulbani ( Kandhamal ),127.07,172.44,1357.05,0.13,0.18,1384.62,0.64,0.68,1062.5,20.92,31.65,1512.91,2.71,3.33,1228.78,80.68,29.83,369.73,0.24,1.23,5125.0
14321,710,1995,8,Orissa,Phulbani ( Kandhamal ),122.33,154.02,1259.05,0.12,0.17,1416.67,0.88,0.85,965.91,21.62,36.73,1698.89,3.08,5.29,1550.9787499999998,80.98,35.99,444.43,0.36,1.84,5111.11
14322,710,1996,8,Orissa,Phulbani ( Kandhamal ),109.65,85.02,775.38,0.12,0.17,1416.67,0.89,0.34,382.02,19.83,24.51,1236.01,2.97,2.54,855.22,43.16,15.53,359.82,0.41,2.05,5000.0
14323,710,1997,8,Orissa,Phulbani ( Kandhamal ),130.11,185.67,1427.02,0.16,0.22,1375.0,0.81,0.34,419.75,17.52,23.54,1343.61,2.59,2.67,1030.89,41.99,16.21,386.04,0.37,2.18,5891.89
14324,710,1998,8,Orissa,Phulbani ( Kandhamal ),107.04,115.58,1079.78,0.14,0.21,1500.0,0.63,0.27,428.57,17.66,22.04,1248.02,2.59,3.67,1416.99,39.41,14.75,374.27,0.94,5.92,6297.87
14325,710,1999,8,Orissa,Phulbani ( Kandhamal ),120.51,171.47,1422.87,0.18,0.25,1388.89,0.67,0.29,432.84,16.5,23.43,1420.0,1.88,1.7,904.26,34.04,9.77,287.02,0.28,1.76,6285.71
14326,710,2000,8,Orissa,Phulbani ( Kandhamal ),119.29,76.17,638.53,0.19,0.21,1105.26,0.62,0.26,419.35,16.12,24.0,1488.83,1.74,1.71,982.76,29.53,8.22,278.36,0.52,3.02,5807.69
14327,710,2001,8,Orissa,Phulbani ( Kandhamal ),128.55,174.93,1360.79,0.24,0.31,1291.67,0.53,0.22,415.09,15.15,20.88,1378.22,1.47,1.45,986.39,31.88,7.86,246.55,0.23,1.4,6086.96
14328,710,2002,8,Orissa,Phulbani ( Kandhamal ),119.77,71.31,595.39,0.27,0.35,1296.3,0.55,0.22,400.0,13.71,18.1,1320.2,1.61,1.66,1031.06,24.5,6.65,271.43,0.1,0.59,5900.0
14329,710,2003,8,Orissa,Phulbani ( Kandhamal ),130.12,214.37,1647.48,0.63,0.72,1142.86,0.46,0.18,391.3,14.71,19.64,1335.15,1.83,2.62,1431.69,34.32,11.14,324.59,0.08,0.43,5375.0
14330,710,2004,8,Orissa,Phulbani ( Kandhamal ),126.49,173.8,1374.02,0.45,0.55,1222.22,0.48,0.19,395.83,15.76,22.2,1408.63,1.92,2.87,1494.79,35.37,11.81,333.9,0.12,0.91,7583.33
14331,710,2005,8,Orissa,Phulbani ( Kandhamal ),123.99,178.96,1443.34,0.52,0.62,1192.31,0.2,0.08,400.0,16.7,23.36,1398.8,2.16,3.57,1550.9787499999998,37.82,15.06,398.2,0.15,1.22,8133.33
14332,710,2006,8,Orissa,Phulbani ( Kandhamal ),126.21,191.0,1513.35,0.51,0.63,1235.29,0.47,0.2,425.53,17.43,24.55,1408.49,1.72,2.76,1550.9787499999998,36.37,13.95,383.56,0.16,1.24,7750.0
14333,710,2007,8,Orissa,Phulbani ( Kandhamal ),118.77,182.35,1535.32,0.45,0.56,1244.44,0.43,0.2,465.12,17.25,27.77,1609.86,1.62,2.65,1550.9787499999998,37.09,14.66,395.25,0.13,0.99,7615.39
14334,710,2008,8,Orissa,Phulbani ( Kandhamal ),124.81,167.13,1339.08,0.58,0.73,1258.62,0.39,0.19,487.18,17.17,27.65,1610.37,1.39,2.29,1550.9787499999998,37.06,14.75,398.0,0.13,0.93,7153.85
